level1_time,level1_attempts,level1_hints,level1_stars,level2_time,level2_attempts,level2_hints,level2_stars,level3_time,level3_attempts,level3_hints,level3_stars,difficulty_label,difficulty_name
40,3,1,2,52,2,1,3,90,2,2,3,4,medium-moderate
51,3,2,3,59,3,2,3,46,2,0,3,4,medium-moderate
76,2,0,2,48,3,2,3,45,3,1,3,4,medium-moderate
98,3,0,2,79,2,1,2,83,2,1,2,4,medium-moderate
61,3,2,3,73,2,0,3,47,2,1,3,4,medium-moderate
76,3,2,2,93,3,1,3,74,2,1,2,4,medium-moderate
89,3,1,3,45,3,0,2,70,3,0,2,4,medium-moderate
53,3,1,3,90,2,2,2,79,2,2,2,4,medium-moderate
79,2,1,3,47,2,1,3,41,3,0,3,4,medium-moderate
44,3,1,2,70,2,0,3,51,3,2,2,4,medium-moderate
99,3,0,2,91,3,1,2,64,2,1,3,4,medium-moderate
68,3,1,3,56,2,1,3,98,2,1,3,4,medium-moderate
42,3,0,3,78,2,1,2,99,2,2,3,4,medium-moderate
89,2,2,3,66,2,0,3,70,2,0,2,4,medium-moderate
63,3,0,2,58,2,1,3,74,2,0,3,4,medium-moderate
50,3,2,2,51,2,1,2,48,2,1,3,4,medium-moderate
85,3,1,3,44,3,0,3,63,3,0,2,4,medium-moderate
52,3,2,2,83,3,1,3,70,2,2,3,4,medium-moderate
41,2,1,3,96,2,1,3,90,3,2,3,4,medium-moderate
52,3,0,2,54,2,2,2,52,3,1,3,4,medium-moderate
52,3,2,3,76,3,1,3,53,3,2,2,4,medium-moderate
90,2,1,2,72,3,0,2,92,2,1,2,4,medium-moderate
41,3,2,2,71,3,2,2,85,2,0,3,4,medium-moderate
48,3,0,2,88,2,0,3,48,3,1,3,4,medium-moderate
81,3,0,2,45,3,0,3,42,2,2,3,4,medium-moderate
89,2,1,2,67,3,2,2,90,3,0,3,4,medium-moderate
100,2,2,3,96,2,1,3,56,3,2,3,4,medium-moderate
66,3,2,2,94,3,1,3,88,2,2,3,4,medium-moderate
60,3,0,3,84,2,2,3,59,2,2,3,4,medium-moderate
65,2,2,3,56,2,2,3,89,2,1,3,4,medium-moderate
45,2,2,3,47,3,2,2,90,2,2,3,4,medium-moderate
42,3,1,2,61,3,1,2,88,2,1,3,4,medium-moderate
57,2,2,2,89,3,0,3,67,3,0,2,4,medium-moderate
74,2,2,3,58,2,2,2,52,2,2,3,4,medium-moderate
93,2,1,3,64,3,1,2,73,2,0,3,4,medium-moderate
68,2,2,2,83,3,2,2,74,2,1,3,4,medium-moderate
56,2,0,2,62,3,1,3,73,2,1,3,4,medium-moderate
84,3,1,2,81,3,1,2,96,2,1,2,4,medium-moderate
80,2,1,3,59,2,0,2,41,2,0,3,4,medium-moderate
95,3,0,3,49,3,0,2,65,2,2,3,4,medium-moderate
81,3,2,2,92,3,0,2,62,2,2,2,4,medium-moderate
95,2,1,3,62,2,0,2,51,2,2,3,4,medium-moderate
70,2,2,2,42,3,0,3,74,2,0,2,4,medium-moderate
41,3,0,3,87,2,0,2,67,2,2,2,4,medium-moderate
96,2,0,2,68,2,0,2,85,3,0,2,4,medium-moderate
60,2,2,3,74,3,0,2,64,3,2,3,4,medium-moderate
53,2,0,3,48,3,0,2,85,3,1,3,4,medium-moderate
88,3,1,3,93,3,0,2,93,2,2,2,4,medium-moderate
73,3,2,3,84,2,1,2,76,2,1,2,4,medium-moderate
47,3,2,2,47,3,0,2,78,3,2,3,4,medium-moderate
71,2,2,3,79,2,1,3,94,2,1,3,4,medium-moderate
97,2,2,3,81,3,0,2,67,3,1,3,4,medium-moderate
65,2,2,2,65,2,2,3,76,3,0,2,4,medium-moderate
86,2,1,3,41,3,0,3,54,2,1,2,4,medium-moderate
45,2,0,2,69,2,2,3,81,2,1,2,4,medium-moderate
69,3,1,2,54,2,1,3,62,2,2,3,4,medium-moderate
86,3,0,2,56,2,2,2,68,2,1,2,4,medium-moderate
72,2,2,3,84,3,0,2,89,2,2,3,4,medium-moderate
80,3,1,3,98,3,0,3,67,2,0,2,4,medium-moderate
84,2,0,3,54,2,0,2,97,3,1,2,4,medium-moderate
86,3,2,3,78,3,0,3,44,3,1,3,4,medium-moderate
69,3,2,2,98,2,0,2,70,3,2,3,4,medium-moderate
98,2,2,2,98,2,0,3,71,3,0,2,4,medium-moderate
47,3,0,3,73,3,1,2,75,3,2,3,4,medium-moderate
67,3,2,3,63,3,2,2,43,3,2,3,4,medium-moderate
94,2,1,2,90,3,1,2,89,3,1,3,4,medium-moderate
66,3,2,2,64,2,2,3,44,2,1,3,4,medium-moderate
74,2,0,2,100,2,0,2,44,2,0,2,4,medium-moderate
63,2,2,3,46,2,1,2,99,2,0,3,4,medium-moderate
56,2,0,3,82,3,1,2,79,3,2,3,4,medium-moderate
91,3,0,2,85,3,1,3,76,2,0,3,4,medium-moderate
78,2,0,3,52,3,1,3,55,3,1,3,4,medium-moderate
48,2,1,2,83,3,1,3,69,3,1,3,4,medium-moderate
62,3,2,3,63,2,1,3,84,3,1,2,4,medium-moderate
63,2,2,2,70,2,0,3,59,2,0,3,4,medium-moderate
95,3,1,3,98,2,1,2,67,2,2,2,4,medium-moderate
91,3,1,3,50,2,0,2,84,3,0,3,4,medium-moderate
55,2,0,3,69,3,2,3,92,3,0,3,4,medium-moderate
70,2,1,2,51,3,2,3,88,3,1,3,4,medium-moderate
97,2,1,3,52,2,1,2,51,3,1,3,4,medium-moderate
64,2,0,2,74,3,1,3,59,2,0,3,4,medium-moderate
51,3,1,2,62,3,2,3,100,2,0,3,4,medium-moderate
40,3,0,3,44,3,1,2,92,2,1,2,4,medium-moderate
81,2,2,2,48,2,2,2,81,2,0,2,4,medium-moderate
71,3,1,3,87,3,0,2,96,2,0,2,4,medium-moderate
91,2,1,2,76,2,2,3,73,3,2,2,4,medium-moderate
46,3,2,2,50,2,1,3,70,2,2,3,4,medium-moderate
88,2,2,3,91,2,0,2,67,3,0,3,4,medium-moderate
61,2,1,2,42,2,2,2,50,2,0,3,4,medium-moderate
99,2,1,3,64,2,1,3,84,2,1,2,4,medium-moderate
88,3,2,3,97,3,0,3,54,2,1,3,4,medium-moderate
62,2,0,2,68,2,0,3,84,2,2,2,4,medium-moderate
45,2,2,2,75,2,1,3,49,2,0,3,4,medium-moderate
99,3,1,3,40,2,0,2,80,3,1,2,4,medium-moderate
88,2,0,2,75,2,0,3,99,2,0,2,4,medium-moderate
97,3,2,3,63,3,0,3,97,2,0,2,4,medium-moderate
97,2,0,2,66,2,2,3,42,2,0,3,4,medium-moderate
63,2,2,3,100,3,0,3,85,2,1,2,4,medium-moderate
95,2,2,2,52,3,0,3,78,3,1,3,4,medium-moderate
56,2,1,3,96,3,0,3,96,3,2,3,4,medium-moderate
87,2,2,3,65,2,1,3,75,2,1,3,4,medium-moderate
79,3,2,2,52,2,2,3,43,3,0,2,4,medium-moderate
84,2,1,2,48,3,1,2,61,2,0,2,4,medium-moderate
92,3,0,2,58,2,0,3,43,3,2,2,4,medium-moderate
98,2,1,3,43,3,1,2,83,2,0,2,4,medium-moderate
57,3,2,3,45,3,0,2,71,2,2,2,4,medium-moderate
93,3,1,2,52,3,2,2,51,2,0,2,4,medium-moderate
55,3,1,3,55,3,1,3,76,2,0,3,4,medium-moderate
42,2,0,3,60,2,1,3,57,3,0,2,4,medium-moderate
86,2,2,2,84,2,0,2,81,2,0,3,4,medium-moderate
49,2,0,3,52,2,1,3,97,3,1,2,4,medium-moderate
62,2,0,2,52,2,0,2,53,2,0,2,4,medium-moderate
61,2,0,2,47,2,2,3,95,3,0,2,4,medium-moderate
82,2,1,2,47,3,1,3,66,2,2,2,4,medium-moderate
96,3,2,3,55,3,0,2,74,3,1,2,4,medium-moderate
74,3,2,3,44,3,1,2,44,3,0,3,4,medium-moderate
92,2,1,2,73,3,1,2,55,3,0,2,4,medium-moderate
98,2,1,2,70,3,2,3,77,3,1,3,4,medium-moderate
48,2,2,2,53,3,1,2,46,3,1,2,4,medium-moderate
82,3,2,3,62,3,0,3,74,3,2,2,4,medium-moderate
52,2,2,3,86,2,0,2,67,3,0,2,4,medium-moderate
100,2,1,3,90,2,1,3,91,3,1,3,4,medium-moderate
62,2,1,3,84,2,1,2,50,3,1,3,4,medium-moderate
79,3,2,3,84,2,1,3,64,3,1,3,4,medium-moderate
43,2,1,3,55,3,0,2,65,3,2,2,4,medium-moderate
65,3,1,2,72,3,0,2,95,3,0,3,4,medium-moderate
47,3,1,2,92,3,1,2,78,2,0,3,4,medium-moderate
68,3,0,2,63,2,1,2,47,3,2,3,4,medium-moderate
43,2,2,2,89,3,2,2,80,3,0,3,4,medium-moderate
64,3,1,2,93,2,0,2,61,2,1,3,4,medium-moderate
58,3,0,3,65,3,2,2,42,3,0,2,4,medium-moderate
100,3,1,2,80,2,2,2,86,3,2,3,4,medium-moderate
47,2,0,3,69,3,1,3,42,2,2,3,4,medium-moderate
56,3,1,3,45,2,2,3,89,3,1,2,4,medium-moderate
77,2,0,2,45,3,2,2,96,2,0,2,4,medium-moderate
45,3,2,3,54,3,1,2,72,2,2,2,4,medium-moderate
82,3,0,3,78,2,0,3,40,2,1,3,4,medium-moderate
53,3,1,3,81,2,2,3,65,3,0,2,4,medium-moderate
61,3,1,2,65,3,2,2,75,2,2,3,4,medium-moderate
50,3,0,3,50,2,2,2,79,2,2,3,4,medium-moderate
88,2,2,2,95,2,1,2,62,3,0,3,4,medium-moderate
70,3,1,3,100,2,0,2,61,3,2,3,4,medium-moderate
74,2,1,2,98,2,1,2,46,3,2,3,4,medium-moderate
67,2,0,2,66,3,2,3,94,2,2,3,4,medium-moderate
65,3,1,3,75,2,2,2,83,3,0,3,4,medium-moderate
58,2,1,2,85,2,1,2,89,2,0,2,4,medium-moderate
53,2,2,3,76,3,0,3,94,2,2,3,4,medium-moderate
75,2,2,3,98,2,1,2,86,2,1,3,4,medium-moderate
91,2,2,3,49,2,1,2,65,2,0,2,4,medium-moderate
47,3,1,2,46,3,1,2,53,2,1,3,4,medium-moderate
98,3,1,3,75,2,2,3,71,2,0,2,4,medium-moderate
65,3,2,2,67,2,0,2,97,2,0,2,4,medium-moderate
49,3,0,2,96,3,1,3,68,3,2,2,4,medium-moderate
68,2,0,3,100,2,1,3,53,3,2,2,4,medium-moderate
72,3,2,2,62,3,2,3,94,2,2,2,4,medium-moderate
77,3,2,2,69,3,0,3,98,3,0,2,4,medium-moderate
93,3,2,2,68,3,2,3,50,3,0,2,4,medium-moderate
99,2,2,3,95,3,1,2,73,3,0,3,4,medium-moderate
64,2,1,3,88,3,2,2,99,3,1,3,4,medium-moderate
48,2,0,3,66,2,0,2,85,3,1,3,4,medium-moderate
99,2,1,3,89,3,2,2,95,3,0,2,4,medium-moderate
47,3,1,2,92,3,1,2,94,3,0,3,4,medium-moderate
98,3,2,2,90,3,1,2,89,3,2,2,4,medium-moderate
76,2,1,3,95,3,0,3,67,3,0,3,4,medium-moderate
59,3,0,3,50,2,2,3,65,3,0,3,4,medium-moderate
54,2,0,2,45,2,2,2,63,2,2,2,4,medium-moderate
41,3,2,3,65,3,0,2,98,2,0,3,4,medium-moderate
58,2,2,3,49,2,0,2,48,3,2,3,4,medium-moderate
98,2,1,3,54,2,0,3,80,2,0,3,4,medium-moderate
58,3,2,2,82,3,2,3,75,3,2,3,4,medium-moderate
86,3,2,3,47,2,1,3,76,3,0,3,4,medium-moderate
73,3,0,2,49,2,0,3,40,2,0,2,4,medium-moderate
77,3,1,3,83,3,0,2,84,2,2,3,4,medium-moderate
93,2,0,3,86,3,2,3,49,3,2,2,4,medium-moderate
51,2,1,3,49,2,1,2,70,2,1,3,4,medium-moderate
61,2,2,3,74,2,0,3,50,2,2,3,4,medium-moderate
59,3,1,3,52,2,0,3,64,3,2,2,4,medium-moderate
67,2,0,2,69,2,0,3,43,3,2,3,4,medium-moderate
64,2,2,3,97,2,1,2,76,3,0,2,4,medium-moderate
49,2,0,3,69,2,1,3,62,3,0,3,4,medium-moderate
60,2,2,3,66,3,0,3,81,3,2,2,4,medium-moderate
63,2,2,2,99,2,2,3,73,3,1,3,4,medium-moderate
61,3,0,3,100,2,0,3,96,3,0,2,4,medium-moderate
47,3,0,2,91,2,1,3,59,2,0,3,4,medium-moderate
80,2,2,2,96,3,0,2,85,2,2,2,4,medium-moderate
70,3,0,3,59,2,1,3,90,3,2,3,4,medium-moderate
87,2,0,2,88,3,2,3,53,3,2,3,4,medium-moderate
94,2,2,2,71,2,1,3,45,2,2,2,4,medium-moderate
99,3,0,3,99,3,0,2,66,3,2,2,4,medium-moderate
83,2,0,3,78,3,0,2,86,3,2,2,4,medium-moderate
60,3,2,3,80,3,1,3,97,3,2,3,4,medium-moderate
55,2,2,3,68,3,0,2,59,2,0,3,4,medium-moderate
53,3,2,3,86,2,1,3,93,3,2,2,4,medium-moderate
75,2,2,2,99,3,1,2,90,3,1,3,4,medium-moderate
42,3,0,3,67,3,2,3,77,3,2,3,4,medium-moderate
73,2,2,3,94,2,1,3,48,2,0,2,4,medium-moderate
44,3,2,2,41,3,0,3,52,2,1,2,4,medium-moderate
100,3,1,3,50,2,2,3,70,2,0,2,4,medium-moderate
42,3,0,3,82,3,1,2,91,2,1,2,4,medium-moderate
90,3,1,3,100,3,2,3,89,3,0,2,4,medium-moderate
79,3,2,3,62,3,0,2,69,2,2,3,4,medium-moderate
50,2,1,2,56,3,0,3,58,2,0,2,4,medium-moderate
86,2,0,2,82,3,1,3,49,3,1,2,4,medium-moderate
88,2,1,2,60,2,0,2,78,3,0,2,4,medium-moderate
93,2,2,3,78,3,0,3,40,2,0,2,4,medium-moderate
48,3,0,2,51,2,1,3,65,3,2,3,4,medium-moderate
92,2,2,3,66,3,2,2,98,3,2,2,4,medium-moderate
95,3,2,2,60,3,1,2,73,3,2,3,4,medium-moderate
47,2,1,3,86,3,1,3,69,2,2,3,4,medium-moderate
49,2,1,3,44,3,1,2,68,3,1,2,4,medium-moderate
92,3,2,3,45,2,2,3,41,3,2,3,4,medium-moderate
42,2,0,3,81,3,2,3,89,3,0,2,4,medium-moderate
68,3,2,2,79,3,2,2,50,2,0,3,4,medium-moderate
74,3,2,2,82,2,0,3,79,2,1,2,4,medium-moderate
60,2,0,2,71,3,2,3,44,3,1,2,4,medium-moderate
85,3,0,2,83,2,0,3,70,3,1,3,4,medium-moderate
42,2,2,2,62,2,2,2,68,2,1,3,4,medium-moderate
87,2,1,3,76,2,2,2,90,3,0,3,4,medium-moderate
100,2,0,2,77,3,2,3,94,2,2,2,4,medium-moderate
49,3,1,3,76,2,2,3,97,2,1,2,4,medium-moderate
76,2,2,2,75,3,0,3,84,2,0,3,4,medium-moderate
94,3,2,3,47,3,2,3,85,3,1,2,4,medium-moderate
89,2,0,2,86,3,0,3,48,2,0,2,4,medium-moderate
89,2,0,2,82,3,0,3,49,3,2,3,4,medium-moderate
55,3,1,3,43,3,0,2,94,2,2,3,4,medium-moderate
72,3,2,2,64,3,2,3,41,2,1,3,4,medium-moderate
61,2,2,2,58,3,1,2,95,2,1,2,4,medium-moderate
78,3,2,2,41,2,2,2,94,2,0,3,4,medium-moderate
62,2,1,3,50,2,0,2,49,2,2,2,4,medium-moderate
100,3,0,2,55,3,1,3,66,3,1,2,4,medium-moderate
70,3,0,3,92,3,2,2,87,3,1,2,4,medium-moderate
50,2,1,2,43,3,2,3,44,3,2,3,4,medium-moderate
67,2,1,2,49,2,2,3,68,3,1,2,4,medium-moderate
98,3,1,2,58,3,2,3,78,3,0,3,4,medium-moderate
88,3,0,3,56,3,0,3,78,2,2,3,4,medium-moderate
95,3,0,3,40,2,0,3,42,2,2,2,4,medium-moderate
79,3,1,2,100,3,0,3,44,3,0,3,4,medium-moderate
89,3,0,3,56,2,0,3,76,3,1,2,4,medium-moderate
50,3,2,3,95,3,0,3,41,2,2,3,4,medium-moderate
57,3,2,3,93,3,1,3,47,3,2,3,4,medium-moderate
51,2,0,2,57,2,2,3,61,3,0,3,4,medium-moderate
71,2,1,3,100,3,0,3,51,3,2,3,4,medium-moderate
70,3,1,2,76,2,2,3,94,2,2,3,4,medium-moderate
54,2,2,2,66,2,0,3,61,2,0,3,4,medium-moderate
77,2,2,3,67,3,1,2,43,3,1,2,4,medium-moderate
41,2,2,3,81,3,0,2,91,3,2,2,4,medium-moderate
78,3,1,2,70,3,2,3,92,3,0,3,4,medium-moderate
52,2,2,2,87,2,2,2,65,2,2,2,4,medium-moderate
85,3,2,3,52,3,1,3,88,2,1,2,4,medium-moderate
67,3,1,2,63,3,2,3,60,2,1,2,4,medium-moderate
60,2,0,3,71,3,2,2,49,3,0,3,4,medium-moderate
41,3,1,2,87,2,0,2,59,3,2,3,4,medium-moderate
86,2,2,3,66,2,1,3,71,3,0,2,4,medium-moderate
62,3,0,3,63,3,1,2,41,3,2,3,4,medium-moderate
90,2,1,2,80,2,1,2,99,2,1,2,4,medium-moderate
93,3,1,3,85,2,0,2,41,3,1,2,4,medium-moderate
76,3,0,3,94,2,1,2,55,2,1,3,4,medium-moderate
53,2,0,3,42,3,1,2,55,3,2,3,4,medium-moderate
49,2,1,3,91,2,0,2,60,2,1,3,4,medium-moderate
70,2,2,3,53,3,2,2,69,3,0,3,4,medium-moderate
51,3,0,3,49,3,0,3,57,2,1,2,4,medium-moderate
62,2,0,3,49,3,1,2,54,2,2,3,4,medium-moderate
68,2,0,3,56,2,2,3,44,2,0,2,4,medium-moderate
94,2,1,2,71,3,1,2,66,3,2,2,4,medium-moderate
64,2,0,2,69,3,0,2,100,2,2,2,4,medium-moderate
62,3,2,2,91,3,1,2,54,2,0,2,4,medium-moderate
48,2,0,3,100,3,1,2,40,3,1,3,4,medium-moderate
78,2,2,2,67,2,1,2,40,2,2,3,4,medium-moderate
87,3,0,3,50,3,0,2,99,2,1,2,4,medium-moderate
83,3,0,2,86,3,1,3,43,2,1,2,4,medium-moderate
57,3,1,2,44,2,2,2,80,2,2,2,4,medium-moderate
94,2,1,2,62,2,0,3,81,2,1,3,4,medium-moderate
50,2,2,2,75,3,1,3,66,2,2,2,4,medium-moderate
73,3,1,2,45,2,0,3,73,3,2,3,4,medium-moderate
58,3,0,3,91,2,0,2,75,2,2,3,4,medium-moderate
41,2,0,3,88,3,1,2,89,2,2,2,4,medium-moderate
87,2,0,2,44,2,0,3,48,2,1,3,4,medium-moderate
88,2,0,3,81,2,2,3,69,2,1,2,4,medium-moderate
75,3,1,2,83,3,0,2,47,3,2,3,4,medium-moderate
41,2,0,3,83,2,0,2,93,2,0,2,4,medium-moderate
88,3,1,3,90,2,2,3,67,2,0,2,4,medium-moderate
76,3,1,3,62,3,0,2,41,2,1,2,4,medium-moderate
83,3,0,2,94,2,0,3,55,3,0,2,4,medium-moderate
47,2,1,3,45,3,1,3,49,2,0,2,4,medium-moderate
97,3,2,2,49,2,0,3,63,3,2,2,4,medium-moderate
86,3,1,2,51,3,2,2,81,2,1,2,4,medium-moderate
85,3,0,3,69,3,2,3,70,2,0,3,4,medium-moderate
87,3,0,3,85,3,0,2,87,2,1,3,4,medium-moderate
83,3,2,3,40,2,2,3,50,2,1,3,4,medium-moderate
90,2,2,3,69,3,0,3,82,2,0,2,4,medium-moderate
53,3,0,3,91,2,1,3,67,3,1,2,4,medium-moderate
69,2,1,3,43,3,2,3,75,2,0,3,4,medium-moderate
85,3,2,3,99,2,0,2,95,2,2,2,4,medium-moderate
66,3,2,2,75,2,1,3,55,2,1,2,4,medium-moderate
73,2,1,3,57,3,2,2,92,3,1,3,4,medium-moderate
61,3,0,2,49,3,2,2,41,3,0,3,4,medium-moderate
50,2,1,3,50,2,2,3,44,3,2,2,4,medium-moderate
47,3,1,3,79,2,2,2,82,3,2,2,4,medium-moderate
84,3,2,3,43,3,1,2,60,3,0,2,4,medium-moderate
88,2,2,2,75,3,0,3,90,2,0,2,4,medium-moderate
69,2,1,3,79,3,0,3,68,2,1,3,4,medium-moderate
84,2,0,3,55,3,1,3,50,2,0,2,4,medium-moderate
68,3,0,2,97,3,1,3,75,2,2,2,4,medium-moderate
55,2,2,2,98,2,2,3,58,2,1,3,4,medium-moderate
53,2,0,2,62,3,0,2,59,3,2,3,4,medium-moderate
74,2,2,3,56,2,1,3,60,3,2,2,4,medium-moderate
40,2,2,2,74,3,2,2,99,3,1,3,4,medium-moderate
41,3,0,2,47,3,1,2,89,2,2,3,4,medium-moderate
40,3,2,2,40,3,1,3,61,3,0,2,4,medium-moderate
70,2,2,2,47,2,1,2,86,3,2,3,4,medium-moderate
53,2,0,3,59,3,1,3,50,2,1,2,4,medium-moderate
86,2,1,2,61,3,0,3,57,3,1,2,4,medium-moderate
53,3,1,2,89,3,1,2,86,3,0,3,4,medium-moderate
84,2,2,3,90,3,1,3,85,2,0,3,4,medium-moderate
80,2,2,3,94,2,1,3,100,3,1,3,4,medium-moderate
62,2,0,3,94,3,2,2,74,3,1,2,4,medium-moderate
60,3,1,3,73,2,0,2,71,3,1,2,4,medium-moderate
54,2,2,2,58,3,0,3,96,2,0,2,4,medium-moderate
73,3,1,2,66,2,2,3,99,2,2,2,4,medium-moderate
97,3,0,3,76,2,0,2,81,3,1,2,4,medium-moderate
96,3,2,2,64,3,2,2,57,3,2,2,4,medium-moderate
53,3,0,3,87,3,1,2,92,2,0,3,4,medium-moderate
53,3,2,3,71,2,0,3,68,2,1,2,4,medium-moderate
58,2,1,3,86,3,0,2,89,2,2,2,4,medium-moderate
59,3,0,3,69,2,1,2,66,2,0,3,4,medium-moderate
80,3,0,2,58,2,2,2,52,3,2,3,4,medium-moderate
60,3,1,2,73,3,0,3,53,2,2,2,4,medium-moderate
50,2,2,3,96,3,1,3,53,3,0,3,4,medium-moderate
48,2,0,2,63,3,1,3,60,3,1,3,4,medium-moderate
53,2,0,3,64,3,1,2,76,2,0,2,4,medium-moderate
69,2,2,2,99,2,0,2,77,3,1,2,4,medium-moderate
54,2,2,3,88,3,0,3,99,2,0,3,4,medium-moderate
65,2,0,3,90,2,2,2,54,2,0,3,4,medium-moderate
83,2,2,3,48,2,0,3,60,3,0,2,4,medium-moderate
83,2,2,2,100,3,0,3,64,2,2,3,4,medium-moderate
61,2,0,3,58,3,2,2,53,2,1,3,4,medium-moderate
94,2,0,3,84,3,0,3,91,3,1,3,4,medium-moderate
48,3,0,2,89,2,2,3,68,3,2,2,4,medium-moderate
44,3,0,3,65,2,2,3,79,2,0,3,4,medium-moderate
68,3,2,3,78,2,0,3,77,2,0,3,4,medium-moderate
86,3,2,3,91,2,0,3,80,3,0,2,4,medium-moderate
69,3,1,3,89,2,2,3,75,3,2,3,4,medium-moderate
61,3,2,3,49,3,0,3,60,2,0,2,4,medium-moderate
63,2,0,2,95,2,1,2,49,2,0,3,4,medium-moderate
90,2,2,2,64,3,1,2,83,3,0,2,4,medium-moderate
76,3,0,2,52,3,0,2,78,2,0,2,4,medium-moderate
62,3,0,3,55,2,1,2,97,2,0,2,4,medium-moderate
99,3,0,3,43,3,0,3,69,2,2,3,4,medium-moderate
96,3,0,2,64,3,0,3,49,2,0,3,4,medium-moderate
99,2,1,2,85,3,2,3,57,2,1,3,4,medium-moderate
91,3,0,2,90,2,0,3,100,2,1,3,4,medium-moderate
94,3,2,2,47,2,0,3,89,3,1,2,4,medium-moderate
59,3,1,2,52,2,1,2,70,2,2,3,4,medium-moderate
85,3,2,2,70,3,1,2,44,3,1,3,4,medium-moderate
97,3,2,2,99,3,0,3,71,2,1,2,4,medium-moderate
77,2,0,2,87,2,1,3,52,3,2,3,4,medium-moderate
51,2,1,2,86,2,2,2,60,3,1,2,4,medium-moderate
76,3,0,3,56,2,2,2,97,3,2,2,4,medium-moderate
86,3,0,3,92,3,2,3,65,2,0,2,4,medium-moderate
53,3,0,3,41,3,1,3,67,2,1,2,4,medium-moderate
59,3,2,2,94,3,0,3,100,2,0,3,4,medium-moderate
49,2,0,3,89,3,2,2,98,3,1,2,4,medium-moderate
62,2,2,2,66,3,0,3,85,2,1,3,4,medium-moderate
47,2,1,2,80,2,1,3,94,3,2,2,4,medium-moderate
53,3,0,2,96,2,2,3,54,2,1,2,4,medium-moderate
86,2,2,2,72,2,2,2,60,2,1,2,4,medium-moderate
70,2,0,2,95,2,0,3,68,2,1,3,4,medium-moderate
47,3,2,3,79,2,1,2,98,3,0,3,4,medium-moderate
91,2,2,3,85,2,0,2,78,2,0,3,4,medium-moderate
100,2,0,2,70,2,1,2,69,3,1,2,4,medium-moderate
44,3,1,3,45,3,1,2,94,3,2,2,4,medium-moderate
65,2,1,2,95,2,2,2,42,2,1,3,4,medium-moderate
68,2,1,3,70,2,0,3,57,3,0,3,4,medium-moderate
50,3,1,2,51,3,2,2,88,2,2,2,4,medium-moderate
60,3,0,2,98,3,0,3,76,3,1,2,4,medium-moderate
59,2,0,2,73,2,2,2,91,3,0,3,4,medium-moderate
60,2,2,2,58,3,0,3,96,2,2,2,4,medium-moderate
54,2,1,3,90,3,1,3,58,3,2,3,4,medium-moderate
61,3,0,2,93,2,0,3,60,3,1,2,4,medium-moderate
77,3,1,3,77,3,2,3,94,2,2,2,4,medium-moderate
54,3,2,2,68,3,1,3,59,3,1,3,4,medium-moderate
54,2,2,2,45,3,1,3,61,3,0,3,4,medium-moderate
53,3,0,2,96,3,0,2,78,2,1,3,4,medium-moderate
93,3,1,2,72,2,2,2,87,3,0,2,4,medium-moderate
42,3,2,3,51,2,0,2,56,2,1,3,4,medium-moderate
70,3,1,2,44,3,0,3,66,3,0,2,4,medium-moderate
100,3,2,2,98,2,1,2,58,3,0,3,4,medium-moderate
57,3,0,2,47,3,1,3,41,3,1,3,4,medium-moderate
43,3,0,3,95,3,1,3,57,2,1,2,4,medium-moderate
51,3,2,3,79,3,1,3,49,2,1,3,4,medium-moderate
64,2,0,2,60,3,0,2,95,2,0,3,4,medium-moderate
62,2,1,2,71,2,2,2,69,3,0,3,4,medium-moderate
92,2,0,2,67,3,1,3,83,3,2,3,4,medium-moderate
80,3,0,2,56,2,0,2,94,3,1,3,4,medium-moderate
93,2,2,3,63,3,2,3,82,2,0,3,4,medium-moderate
64,3,2,2,50,3,2,2,47,2,2,3,4,medium-moderate
81,3,0,2,72,3,2,3,96,2,1,2,4,medium-moderate
89,3,2,3,58,3,0,2,78,3,0,3,4,medium-moderate
66,3,1,2,83,3,1,2,72,2,0,2,4,medium-moderate
86,2,0,3,82,3,1,3,79,2,2,2,4,medium-moderate
95,2,0,2,49,3,0,3,51,3,1,3,4,medium-moderate
97,2,1,3,71,3,2,2,58,2,0,2,4,medium-moderate
50,2,1,3,87,2,0,2,52,3,1,2,4,medium-moderate
98,2,1,3,62,3,2,2,60,2,0,2,4,medium-moderate
59,3,1,2,67,3,2,2,94,2,0,2,4,medium-moderate
48,3,2,3,84,2,0,2,41,2,0,3,4,medium-moderate
48,2,0,2,55,2,1,2,75,3,2,3,4,medium-moderate
64,3,1,3,71,2,0,3,80,2,0,3,4,medium-moderate
50,3,1,2,74,2,0,3,52,2,2,2,4,medium-moderate
79,3,0,2,67,3,2,3,47,3,2,3,4,medium-moderate
41,2,0,2,57,3,2,3,53,2,2,2,4,medium-moderate
48,2,0,3,43,2,2,2,47,3,2,2,4,medium-moderate
40,2,2,2,84,3,2,2,89,3,2,2,4,medium-moderate
51,2,2,2,76,2,2,2,66,2,0,3,4,medium-moderate
91,3,1,2,80,2,2,2,77,3,2,2,4,medium-moderate
56,2,1,3,74,3,0,3,72,2,1,2,4,medium-moderate
97,3,2,3,62,3,0,2,91,3,2,3,4,medium-moderate
87,3,1,2,60,3,2,2,80,3,1,3,4,medium-moderate
47,3,0,2,56,2,1,2,98,2,0,3,4,medium-moderate
89,3,2,3,44,3,2,3,69,3,0,3,4,medium-moderate
58,3,0,2,48,3,2,2,61,3,1,2,4,medium-moderate
